age,age_bin,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,noadditionallines,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration,churn
60,60-79,33883,0.02,0.01,4251052084,1169,Yes,High School or below,Female,Yes,Married,92,\N,3,1,91,Technology Related Job,203,MD,492,202,No,No,0.79,2841,947,0
60,60-79,33883,0.02,0.01,4251052084,1169,Yes,High School or below,Female,Yes,Married,92,\N,3,1,91,Technology Related Job,203,MD,492,202,No,No,0.79,2310,770,0
23,20-39,144783,0.01,0.02,4251009936,1170,Yes,High School or below,Male,Yes,Married,30,\N,0,7,10,Non-technology Related Job,376,MA,189,217,No,No,0.24,2124,1062,0
23,20-39,144783,0.01,0.02,4251009936,1170,Yes,High School or below,Male,Yes,Married,30,\N,0,7,10,Non-technology Related Job,376,MA,189,217,No,No,0.24,8316,1039,0
39,20-59,142812,0.03,0.03,4251038497,1171,Yes,High School or below,Male,Yes,Single,38,\N,2,4,50,Technology Related Job,236,PA,192,77,No,No,0.46,1319,439,0
39,20-59,142812,0.03,0.03,4251038497,1171,Yes,High School or below,Male,Yes,Single,38,\N,2,4,50,Technology Related Job,236,PA,192,77,No,No,0.46,3316,663,0
69,60-79,3713,0.01,0,4251083493,1172,Yes,High School or below,Female,Yes,Single,96,\N,0,2,69,Non-technology Related Job,408,SC,389,92,No,No,0.91,2583,861,0
69,60-79,3713,0.01,0,4251083493,1172,Yes,High School or below,Female,Yes,Single,96,\N,0,2,69,Non-technology Related Job,408,SC,389,92,No,No,0.91,1104,368,0
17,0-19,1742,0.03,0.01,4251099487,1173,Yes,Bachelor or equivalent,Female,Yes,Married,103,\N,2,7,9,Technology Related Job,269,CT,392,202,No,No,0.12,2056,685,0
17,0-19,1742,0.03,0.01,4251099487,1173,Yes,Bachelor or equivalent,Female,Yes,Married,103,\N,2,7,9,Technology Related Job,269,CT,392,202,No,No,0.12,5132,855,0
47,40-59,112642,0.01,0.02,4251042942,1174,Yes,Bachelor or equivalent,Male,Yes,Single,41,\N,3,5,28,Non-technology Related Job,441,FL,89,217,No,No,0.58,5387,769,1
47,40-59,112642,0.01,0.02,4251042942,1174,Yes,Bachelor or equivalent,Male,Yes,Single,41,\N,3,5,28,Non-technology Related Job,441,FL,89,217,No,No,0.58,1684,842,1
63,60-79,110671,0.03,0.03,4251064275,1175,Yes,Master or equivalent,Female,Yes,Married,48,\N,2,2,68,Technology Related Job,301,MT,93,77,No,No,0.79,5156,1031,0
63,60-79,110671,0.03,0.03,4251064275,1175,Yes,Master or equivalent,Female,Yes,Married,48,\N,2,2,68,Technology Related Job,301,MT,93,77,No,No,0.79,5960,851,0
26,20-39,221572,0.01,0,4251079291,1176,Yes,Master or equivalent,Male,No,Married,106,\N,3,0,86,Non-technology Related Job,474,NE,290,92,No,No,0.25,2248,749,1
26,20-39,221572,0.01,0,4251079291,1176,Yes,Master or equivalent,Male,No,Married,106,\N,3,0,86,Non-technology Related Job,474,NE,290,92,No,No,0.25,5736,637,1
41,40-59,219601,0.03,0.01,4251050083,1177,Yes,High School or below,Male,No,Single,114,\N,2,5,27,Technology Related Job,334,UT,293,202,No,No,0.46,193,96,0
41,40-59,219601,0.03,0.01,4251050083,1177,Yes,High School or below,Male,No,Single,114,\N,2,5,27,Technology Related Job,334,UT,293,202,No,No,0.46,7090,1181,0
72,60-79,80501,0.02,0.02,4251062248,1178,Yes,High School or below,Female,Yes,Single,52,\N,3,3,45,Non-technology Related Job,6,VA,490,217,No,No,0.91,6751,675,0
72,60-79,80501,0.02,0.02,4251062248,1178,Yes,High School or below,Female,Yes,Single,52,\N,3,3,45,Non-technology Related Job,6,VA,490,217,No,No,0.91,2354,784,0
20,20-39,78530,0.04,0.03,4251077623,1179,Yes,High School or below,Female,Yes,Single,59,\N,1,0,86,Non-technology Related Job,366,IL,493,77,No,No,0.12,2453,613,0
20,20-39,78530,0.04,0.03,4251077623,1179,Yes,High School or below,Female,Yes,Single,59,\N,1,0,86,Non-technology Related Job,366,IL,493,77,No,No,0.12,4286,857,0
50,40-59,189430,0.02,0,4251083498,1180,Yes,High School or below,Male,Yes,Single,117,\N,3,6,4,Non-technology Related Job,39,IA,190,91,No,No,0.58,2388,597,0
50,40-59,189430,0.02,0,4251083498,1180,Yes,High School or below,Male,Yes,Single,117,\N,3,6,4,Non-technology Related Job,39,IA,190,91,No,No,0.58,2881,576,0
50,40-59,189430,0.02,0,4251083498,1180,Yes,High School or below,Male,Yes,Single,117,\N,3,6,4,Non-technology Related Job,39,IA,190,91,No,No,0.58,178,178,0
66,60-79,187459,0.04,0.01,4251015468,1181,Yes,Bachelor or equivalent,Female,Yes,Married,5,\N,1,3,45,Non-technology Related Job,399,NY,194,201,No,No,0.79,2291,763,0
66,60-79,187459,0.04,0.01,4251015468,1181,Yes,Bachelor or equivalent,Female,Yes,Married,5,\N,1,3,45,Non-technology Related Job,399,NY,194,201,No,No,0.79,4559,759,0
28,20-39,48360,0.02,0.02,4251031159,1182,Yes,Bachelor or equivalent,Male,No,Married,62,\N,2,1,63,Non-technology Related Job,71,NC,391,216,No,Yes,0.25,2835,472,1
28,20-39,48360,0.02,0.02,4251031159,1182,Yes,Bachelor or equivalent,Male,No,Married,62,\N,2,1,63,Non-technology Related Job,71,NC,391,216,No,Yes,0.25,6895,689,1
28,20-39,48360,0.02,0.02,4251031159,1182,Yes,Bachelor or equivalent,Male,No,Married,62,\N,2,1,63,Non-technology Related Job,71,NC,391,216,No,Yes,0.25,1293,1293,1
44,40-59,46389,0.04,0.03,4251008223,1183,Yes,Master or equivalent,Male,Yes,Single,70,\N,1,6,4,Non-technology Related Job,431,WY,394,76,No,No,0.46,2679,893,0
44,40-59,46389,0.04,0.03,4251008223,1183,Yes,Master or equivalent,Male,Yes,Single,70,\N,1,6,4,Non-technology Related Job,431,WY,394,76,No,No,0.46,3555,711,0
75,60-79,157289,0.02,0,4251048069,1184,Yes,Master or equivalent,Female,Yes,Single,8,\N,2,4,22,Non-technology Related Job,104,AK,91,91,No,No,0.91,2397,599,0
75,60-79,157289,0.02,0,4251048069,1184,Yes,Master or equivalent,Female,Yes,Single,8,\N,2,4,22,Non-technology Related Job,104,AK,91,91,No,No,0.91,1254,418,0
75,60-79,157289,0.02,0,4251048069,1184,Yes,Master or equivalent,Female,Yes,Single,8,\N,2,4,22,Non-technology Related Job,104,AK,91,91,No,No,0.91,225,225,0
23,20-39,155318,0.04,0.01,4251044429,1185,Yes,High School or below,Male,Yes,Single,15,\N,0,1,63,Non-technology Related Job,464,ME,94,201,No,No,0.13,3439,687,1
23,20-39,155318,0.04,0.01,4251044429,1185,Yes,High School or below,Male,Yes,Single,15,\N,0,1,63,Non-technology Related Job,464,ME,94,201,No,No,0.13,2972,594,1
23,20-39,155318,0.04,0.01,4251044429,1185,Yes,High School or below,Male,Yes,Single,15,\N,0,1,63,Non-technology Related Job,464,ME,94,201,No,No,0.13,1200,1200,1
53,40-59,16218,0.03,0.02,4251041062,1186,Yes,High School or below,Female,Yes,Single,73,\N,2,7,81,Non-technology Related Job,136,MA,291,216,No,No,0.58,745,248,0
53,40-59,16218,0.03,0.02,4251041062,1186,Yes,High School or below,Female,Yes,Single,73,\N,2,7,81,Non-technology Related Job,136,MA,291,216,No,No,0.58,3524,881,0
69,60-79,14247,0.05,0.03,4251060716,1187,Yes,High School or below,Female,Yes,Married,81,\N,0,5,22,Non-technology Related Job,496,PA,295,76,No,No,0.79,2673,445,0
69,60-79,14247,0.05,0.03,4251060716,1187,Yes,High School or below,Female,Yes,Married,81,\N,0,5,22,Non-technology Related Job,496,PA,295,76,No,No,0.79,1717,572,0
31,20-39,125148,0.03,0,4251071845,1188,Yes,High School or below,Male,Yes,Married,19,\N,1,2,40,Non-technology Related Job,169,RI,491,91,No,No,0.25,3808,634,0
31,20-39,125148,0.03,0,4251071845,1188,Yes,High School or below,Male,Yes,Married,19,\N,1,2,40,Non-technology Related Job,169,RI,491,91,No,No,0.25,1490,496,0
47,40-59,123177,0.05,0.01,4251010785,1189,Yes,Bachelor or equivalent,Male,Yes,Single,26,\N,0,0,80,Non-technology Related Job,29,CO,495,201,Yes,Yes,0.46,3553,592,0
47,40-59,123177,0.05,0.01,4251010785,1189,Yes,Bachelor or equivalent,Male,Yes,Single,26,\N,0,0,80,Non-technology Related Job,29,CO,495,201,Yes,Yes,0.46,4928,704,0
77,60-79,234077,0.03,0.02,4251070923,1190,Yes,Bachelor or equivalent,Female,Yes,Married,84,\N,1,5,99,Non-technology Related Job,201,DE,192,216,No,No,0.92,3697,462,0
77,60-79,234077,0.03,0.02,4251070923,1190,Yes,Bachelor or equivalent,Female,Yes,Married,84,\N,1,5,99,Non-technology Related Job,201,DE,192,216,No,No,0.92,4084,1021,0
25,20-39,232106,0.05,0.03,4251092493,1191,Yes,Bachelor or equivalent,Male,No,Single,91,\N,0,3,39,Non-technology Related Job,62,MO,195,76,No,No,0.13,1484,371,0
25,20-39,232106,0.05,0.03,4251092493,1191,Yes,Bachelor or equivalent,Male,No,Single,91,\N,0,3,39,Non-technology Related Job,62,MO,195,76,No,No,0.13,1494,498,0
56,40-59,93007,0.03,0.03,4251048012,1192,No,Master or equivalent,Female,Yes,Single,29,\N,1,0,58,Non-technology Related Job,234,NE,392,91,No,No,0.58,2739,913,0
56,40-59,93007,0.03,0.03,4251048012,1192,No,Master or equivalent,Female,Yes,Single,29,\N,1,0,58,Non-technology Related Job,234,NE,392,91,No,No,0.58,3788,947,0
72,60-79,91035,0.05,0.01,4251027311,1193,Yes,PhD or equivalent,Female,Yes,Married,37,\N,3,6,98,Non-technology Related Job,94,UT,395,201,No,No,0.79,3075,768,0
72,60-79,91035,0.05,0.01,4251027311,1193,Yes,PhD or equivalent,Female,Yes,Married,37,\N,3,6,98,Non-technology Related Job,94,UT,395,201,No,No,0.79,1877,469,0
34,20-39,201936,0.04,0.01,4251087944,1194,Yes,High School or below,Male,Yes,Married,95,\N,1,3,17,Non-technology Related Job,267,VA,92,216,No,No,0.25,6468,924,0
34,20-39,201936,0.04,0.01,4251087944,1194,Yes,High School or below,Male,Yes,Married,95,\N,1,3,17,Non-technology Related Job,267,VA,92,216,No,No,0.25,6330,904,0
50,40-59,199965,0.06,0.03,4251024256,1195,Yes,High School or below,Male,Yes,Married,102,\N,3,1,57,Non-technology Related Job,127,ID,96,76,No,No,0.46,8880,986,0
50,40-59,199965,0.06,0.03,4251024256,1195,Yes,High School or below,Male,Yes,Married,102,\N,3,1,57,Non-technology Related Job,127,ID,96,76,No,No,0.46,4923,703,0
12,0-19,60865,0.04,0.03,4251013326,1196,Yes,High School or below,Female,No,Married,40,\N,0,6,76,Non-technology Related Job,299,IN,293,91,No,No,0.92,3815,953,0
12,0-19,60865,0.04,0.03,4251013326,1196,Yes,High School or below,Female,No,Married,40,\N,0,6,76,Non-technology Related Job,299,IN,293,91,No,No,0.92,5562,695,0
28,20-39,58894,0.06,0.01,4251052472,1197,Yes,High School or below,Male,Yes,Single,48,\N,3,4,16,Non-technology Related Job,159,NM,296,201,No,No,0.13,3443,491,0
59,40-79,169795,0.04,0.01,4251080097,1198,Yes,Bachelor or equivalent,Female,Yes,Single,106,\N,0,2,35,Non-technology Related Job,332,NC,493,216,No,No,0.58,5634,704,1
59,40-79,169795,0.04,0.01,4251080097,1198,Yes,Bachelor or equivalent,Female,Yes,Single,106,\N,0,2,35,Non-technology Related Job,332,NC,493,216,No,No,0.58,2746,915,1
74,60-79,167824,0.06,0.03,4251066758,1199,Yes,Bachelor or equivalent,Female,Yes,Married,113,\N,3,7,75,Non-technology Related Job,192,WY,496,76,No,No,0.79,2608,869,1
74,60-79,167824,0.06,0.03,4251066758,1199,Yes,Bachelor or equivalent,Female,Yes,Married,113,\N,3,7,75,Non-technology Related Job,192,WY,496,76,No,No,0.79,3671,734,1
37,20-39,28724,0.04,0.03,4251090166,1200,Yes,Bachelor or equivalent,Male,Yes,Single,51,\N,0,5,94,Non-technology Related Job,364,AK,193,91,No,No,0.25,6708,958,0
37,20-39,28724,0.04,0.03,4251090166,1200,Yes,Bachelor or equivalent,Male,Yes,Single,51,\N,0,5,94,Non-technology Related Job,364,AK,193,91,No,No,0.25,3346,557,0
53,40-59,26753,0.06,0.01,4251034716,1201,Yes,Master or equivalent,Male,Yes,Married,58,\N,2,2,34,Non-technology Related Job,224,LA,197,201,No,No,0.46,5262,584,0
53,40-59,26753,0.06,0.01,4251034716,1201,Yes,Master or equivalent,Male,Yes,Married,58,\N,2,2,34,Non-technology Related Job,224,LA,197,201,No,No,0.46,4307,717,0
53,40-59,26753,0.06,0.01,4251034716,1201,Yes,Master or equivalent,Male,Yes,Married,58,\N,2,2,34,Non-technology Related Job,224,LA,197,201,No,No,0.46,727,727,0
15,0-19,137653,0.05,0.01,4251070780,1202,Yes,High School or below,Female,Yes,Married,116,\N,0,0,53,Others,397,MD,394,216,No,No,0.92,1054,1054,0
15,0-19,137653,0.05,0.01,4251070780,1202,Yes,High School or below,Female,Yes,Married,116,\N,0,0,53,Others,397,MD,394,216,No,No,0.92,3086,617,0
15,0-19,137653,0.05,0.01,4251070780,1202,Yes,High School or below,Female,Yes,Married,116,\N,0,0,53,Others,397,MD,394,216,No,No,0.92,420,210,0
31,20-39,135682,0.07,0.03,4251038435,1203,Yes,High School or below,Male,Yes,Single,4,\N,2,5,93,Non-technology Related Job,257,OR,397,76,No,No,0.13,4208,701,0
31,20-39,135682,0.07,0.03,4251038435,1203,Yes,High School or below,Male,Yes,Single,4,\N,2,5,93,Non-technology Related Job,257,OR,397,76,No,No,0.13,6637,948,0
61,60-79,246583,0.05,0.03,4251056048,1204,Yes,High School or below,Female,Yes,Single,62,\N,3,3,11,Others,429,RI,94,91,No,Yes,0.59,2074,691,0
61,60-79,246583,0.05,0.03,4251056048,1204,Yes,High School or below,Female,Yes,Single,62,\N,3,3,11,Others,429,RI,94,91,No,Yes,0.59,2082,1041,0
61,60-79,246583,0.05,0.03,4251056048,1204,Yes,High School or below,Female,Yes,Single,62,\N,3,3,11,Others,429,RI,94,91,No,Yes,0.59,890,445,0
77,60-79,244612,0.07,0.01,4251071364,1205,Yes,High School or below,Female,No,Single,69,\N,2,0,52,Non-technology Related Job,289,CO,97,201,No,No,0.8,3145,786,0
77,60-79,244612,0.07,0.01,4251071364,1205,Yes,High School or below,Female,No,Single,69,\N,2,0,52,Non-technology Related Job,289,CO,97,201,No,No,0.8,2331,582,0
77,60-79,244612,0.07,0.01,4251071364,1205,Yes,High School or below,Female,No,Single,69,\N,2,0,52,Non-technology Related Job,289,CO,97,201,No,No,0.8,912,912,0
40,40-59,105512,0.05,0.01,4251067066,1206,Yes,High School or below,Male,Yes,Single,7,\N,3,6,70,Others,462,DE,294,216,Yes,No,0.25,2704,540,0
40,40-59,105512,0.05,0.01,4251067066,1206,Yes,High School or below,Male,Yes,Single,7,\N,3,6,70,Others,462,DE,294,216,Yes,No,0.25,4315,616,0
55,40-59,103541,0.07,0.03,4251015486,1207,Yes,Bachelor or equivalent,Male,Yes,Married,15,\N,1,3,11,Non-technology Related Job,322,MS,298,76,No,No,0.46,4733,676,0
55,40-59,103541,0.07,0.03,4251015486,1207,Yes,Bachelor or equivalent,Male,Yes,Married,15,\N,1,3,11,Non-technology Related Job,322,MS,298,76,No,No,0.46,2312,1156,0
18,0-19,214441,0.05,0.03,4251078917,1208,Yes,Bachelor or equivalent,Female,Yes,Married,72,\N,3,1,29,Others,494,MT,495,91,No,No,0.92,2542,635,0
18,0-19,214441,0.05,0.03,4251078917,1208,Yes,Bachelor or equivalent,Female,Yes,Married,72,\N,3,1,29,Others,494,MT,495,91,No,No,0.92,4249,472,0
34,20-39,212470,0.07,0.01,4251025088,1209,Yes,Master or equivalent,Male,Yes,Single,80,\N,1,6,70,Non-technology Related Job,355,TX,498,201,No,No,0.13,2879,479,1
34,20-39,212470,0.07,0.01,4251025088,1209,Yes,Master or equivalent,Male,Yes,Single,80,\N,1,6,70,Non-technology Related Job,355,TX,498,201,No,No,0.13,5094,727,1
64,60-79,73371,0.06,0.01,4251099998,1210,Yes,PhD or equivalent,Female,No,Married,18,\N,2,4,88,Others,27,VT,195,216,No,No,0.59,4476,746,0
64,60-79,73371,0.06,0.01,4251099998,1210,Yes,PhD or equivalent,Female,No,Married,18,\N,2,4,88,Others,27,VT,195,216,No,No,0.59,3239,809,0
12,0-19,71400,0,0.03,4251087121,1211,Yes,High School or below,Female,No,Single,25,\N,1,1,29,Non-technology Related Job,387,ID,198,76,No,Yes,0.8,7930,881,0
12,0-19,71400,0,0.03,4251087121,1211,Yes,High School or below,Female,No,Single,25,\N,1,1,29,Non-technology Related Job,387,ID,198,76,No,Yes,0.8,2696,898,0
42,40-59,182300,0.06,0.03,4251096500,1212,Yes,High School or below,Male,Yes,Single,83,\N,2,7,47,Others,60,IN,395,91,No,No,0.25,8097,809,0
42,40-59,182300,0.06,0.03,4251096500,1212,Yes,High School or below,Male,Yes,Single,83,\N,2,7,47,Others,60,IN,395,91,No,No,0.25,3988,997,0
58,40-59,180329,0,0.01,4251042580,1213,Yes,High School or below,Female,Yes,Married,91,\N,1,4,88,Non-technology Related Job,420,NJ,398,201,No,No,0.46,3676,735,0
58,40-59,180329,0,0.01,4251042580,1213,Yes,High School or below,Female,Yes,Married,91,\N,1,4,88,Non-technology Related Job,420,NJ,398,201,No,No,0.46,2669,889,0
21,20-39,41230,0.06,0.01,4251082461,1214,Yes,High School or below,Female,Yes,Married,29,\N,2,2,6,Others,92,NY,95,216,No,No,0.92,4062,1015,0
21,20-39,41230,0.06,0.01,4251082461,1214,Yes,High School or below,Female,Yes,Married,29,\N,2,2,6,Others,92,NY,95,216,No,No,0.92,7226,802,0
21,20-39,41230,0.06,0.01,4251082461,1214,Yes,High School or below,Female,Yes,Married,29,\N,2,2,6,Others,92,NY,95,216,No,No,0.92,371,371,0
37,20-39,39259,0,0.03,4251055948,1215,Yes,Bachelor or equivalent,Male,Yes,Married,36,\N,0,0,47,Non-technology Related Job,452,WI,99,76,No,No,0.13,7481,680,0
37,20-39,39259,0,0.03,4251055948,1215,Yes,Bachelor or equivalent,Male,Yes,Married,36,\N,0,0,47,Non-technology Related Job,452,WI,99,76,No,No,0.13,2049,409,0
67,60-79,150159,0.06,0.03,4251008263,1216,Yes,Bachelor or equivalent,Female,Yes,Married,94,\N,2,5,65,Others,125,AL,296,91,No,No,0.59,5081,846,0
67,60-79,150159,0.06,0.03,4251008263,1216,Yes,Bachelor or equivalent,Female,Yes,Married,94,\N,2,5,65,Others,125,AL,296,91,No,No,0.59,2622,874,0
15,0-19,148188,0.01,0.01,4251061051,1217,Yes,Master or equivalent,Female,Yes,Single,102,\N,0,3,6,Non-technology Related Job,485,LA,299,201,No,No,0.8,2512,628,0
15,0-19,148188,0.01,0.01,4251061051,1217,Yes,Master or equivalent,Female,Yes,Single,102,\N,0,3,6,Non-technology Related Job,485,LA,299,201,No,No,0.8,1131,565,0
15,0-19,148188,0.01,0.01,4251061051,1217,Yes,Master or equivalent,Female,Yes,Single,102,\N,0,3,6,Non-technology Related Job,485,LA,299,201,No,No,0.8,405,405,0
45,40-59,9088,0.07,0.01,4251054312,1218,Yes,Master or equivalent,Male,Yes,Single,39,\N,1,0,24,Others,157,MD,496,216,No,No,0.25,1028,342,0
45,40-59,9088,0.07,0.01,4251054312,1218,Yes,Master or equivalent,Male,Yes,Single,39,\N,1,0,24,Others,157,MD,496,216,No,No,0.25,2548,637,0
61,60-79,7117,0.01,0.03,4251012275,1219,Yes,High School or below,Female,No,Married,47,\N,0,6,64,Non-technology Related Job,17,OK,499,76,No,No,0.47,5350,535,0
61,60-79,7117,0.01,0.03,4251012275,1219,Yes,High School or below,Female,No,Married,47,\N,0,6,64,Non-technology Related Job,17,OK,499,76,No,No,0.47,9618,801,0
23,20-39,118018,0.07,0.03,4251073222,1220,Yes,High School or below,Male,Yes,Single,105,\N,1,3,83,Others,190,PA,196,91,No,No,0.92,4859,607,0
23,20-39,118018,0.07,0.03,4251073222,1220,Yes,High School or below,Male,Yes,Single,105,\N,1,3,83,Others,190,PA,196,91,No,No,0.92,5387,769,0
23,20-39,118018,0.07,0.03,4251073222,1220,Yes,High School or below,Male,Yes,Single,105,\N,1,3,83,Others,190,PA,196,91,No,No,0.92,523,523,0
39,20-59,116047,0.01,0.01,4251037107,1221,Yes,High School or below,Male,Yes,Married,112,\N,0,1,23,Non-technology Related Job,50,CA,200,201,No,No,0.13,3207,801,0
39,20-59,116047,0.01,0.01,4251037107,1221,Yes,High School or below,Male,Yes,Married,112,\N,0,1,23,Non-technology Related Job,50,CA,200,201,No,No,0.13,3994,570,0
39,20-59,116047,0.01,0.01,4251037107,1221,Yes,High School or below,Male,Yes,Married,112,\N,0,1,23,Non-technology Related Job,50,CA,200,201,No,No,0.13,1217,1217,0
70,60-79,226947,0.07,0.01,4251023299,1222,Yes,High School or below,Female,Yes,Married,50,\N,1,6,42,Others,222,CT,397,216,No,No,0.59,2798,932,0
70,60-79,226947,0.07,0.01,4251023299,1222,Yes,High School or below,Female,Yes,Married,50,\N,1,6,42,Others,222,CT,397,216,No,No,0.59,3959,989,0
18,0-19,224976,0.01,0.03,4251051876,1223,Yes,Bachelor or equivalent,Female,Yes,Single,58,\N,3,4,82,Non-technology Related Job,82,MS,400,76,No,No,0.8,2979,744,0
18,0-19,224976,0.01,0.03,4251051876,1223,Yes,Bachelor or equivalent,Female,Yes,Single,58,\N,3,4,82,Non-technology Related Job,82,MS,400,76,No,No,0.8,1634,817,0
48,40-59,85876,0.07,0.03,4251055776,1224,Yes,Bachelor or equivalent,Male,No,Single,116,\N,1,1,1,Others,255,MT,97,91,No,No,0.26,669,334,0
48,40-59,85876,0.07,0.03,4251055776,1224,Yes,Bachelor or equivalent,Male,No,Single,116,\N,1,1,1,Others,255,MT,97,91,No,No,0.26,1823,607,0
64,60-79,83905,0.02,0.01,4251028211,1225,Yes,Bachelor or equivalent,Female,No,Single,3,\N,3,7,41,Non-technology Related Job,115,TX,100,201,No,No,0.47,3139,784,0
64,60-79,83905,0.02,0.01,4251028211,1225,Yes,Bachelor or equivalent,Female,No,Single,3,\N,3,7,41,Non-technology Related Job,115,TX,100,201,No,No,0.47,7463,932,0
26,20-39,194806,0,0.01,4251073840,1226,Yes,Master or equivalent,Male,Yes,Single,61,\N,0,5,60,Others,287,UT,297,216,No,Yes,0.92,6055,672,0
26,20-39,194806,0,0.01,4251073840,1226,Yes,Master or equivalent,Male,Yes,Single,61,\N,0,5,60,Others,287,UT,297,216,No,Yes,0.92,3857,642,0
42,40-59,192835,0.02,0.03,4251086537,1227,Yes,High School or below,Male,Yes,Married,68,\N,3,2,0,Non-technology Related Job,148,HI,301,76,No,No,0.13,1172,1172,0
42,40-59,192835,0.02,0.03,4251086537,1227,Yes,High School or below,Male,Yes,Married,68,\N,3,2,0,Non-technology Related Job,148,HI,301,76,No,No,0.13,4045,809,0
73,60-79,53735,0,0.03,4251073944,1228,Yes,High School or below,Female,Yes,Married,6,\N,0,0,19,Others,320,IL,498,91,No,No,0.59,2021,1010,0
73,60-79,53735,0,0.03,4251073944,1228,Yes,High School or below,Female,Yes,Married,6,\N,0,0,19,Others,320,IL,498,91,No,No,0.59,785,785,0
20,20-39,51764,0.02,0.01,4251017080,1229,Yes,High School or below,Female,Yes,Single,14,\N,2,5,59,Non-technology Related Job,180,NJ,1,201,No,No,0.8,1611,537,0
20,20-39,51764,0.02,0.01,4251017080,1229,Yes,High School or below,Female,Yes,Single,14,\N,2,5,59,Non-technology Related Job,180,NJ,1,201,No,No,0.8,3555,888,0
51,40-59,162664,0,0.01,4251063463,1230,Yes,High School or below,Male,No,Married,72,\N,0,3,78,Others,353,NY,198,216,No,No,0.26,4453,1113,0
51,40-59,162664,0,0.01,4251063463,1230,Yes,High School or below,Male,No,Married,72,\N,0,3,78,Others,353,NY,198,216,No,No,0.26,3926,560,0
67,60-79,160693,0.02,0.03,4251072300,1231,Yes,Bachelor or equivalent,Female,Yes,Single,79,\N,2,0,18,Non-technology Related Job,213,WI,201,76,Yes,No,0.47,2113,1056,0
67,60-79,160693,0.02,0.03,4251072300,1231,Yes,Bachelor or equivalent,Female,Yes,Single,79,\N,2,0,18,Non-technology Related Job,213,WI,201,76,Yes,No,0.47,2054,684,0
29,20-39,21594,0.01,0.03,4251012535,1232,Yes,Bachelor or equivalent,Male,Yes,Single,17,\N,3,6,37,Others,385,WY,398,91,No,No,0.92,5974,995,0
29,20-39,21594,0.01,0.03,4251012535,1232,Yes,Bachelor or equivalent,Male,Yes,Single,17,\N,3,6,37,Others,385,WY,398,91,No,No,0.92,4712,942,0
45,40-59,19623,0.03,0.01,4251010564,1233,Yes,Bachelor or equivalent,Male,No,Married,25,\N,2,3,77,Non-technology Related Job,245,KY,402,201,No,Yes,0.14,3558,508,0
45,40-59,19623,0.03,0.01,4251010564,1233,Yes,Bachelor or equivalent,Male,No,Married,25,\N,2,3,77,Non-technology Related Job,245,KY,402,201,No,Yes,0.14,1682,336,0
75,60-79,130523,0.01,0.01,4251045717,1234,Yes,Bachelor or equivalent,Female,Yes,Married,83,\N,3,1,95,Others,418,ME,98,216,No,No,0.59,9283,1160,0
75,60-79,130523,0.01,0.01,4251045717,1234,Yes,Bachelor or equivalent,Female,Yes,Married,83,\N,3,1,95,Others,418,ME,98,216,No,No,0.59,4824,689,0
23,20-39,128552,0.03,0.03,4251035735,1235,Yes,PhD or equivalent,Female,Yes,Married,90,\N,2,6,36,Non-technology Related Job,278,OK,102,76,No,No,0.8,2663,443,0
23,20-39,128552,0.03,0.03,4251035735,1235,Yes,PhD or equivalent,Female,Yes,Married,90,\N,2,6,36,Non-technology Related Job,278,OK,102,76,No,No,0.8,3519,586,0
54,40-59,239453,0.01,0.03,4251033819,1236,Yes,High School or below,Male,Yes,Married,28,\N,3,4,54,Others,450,PA,299,91,No,No,0.26,6822,852,0
54,40-59,239453,0.01,0.03,4251033819,1236,Yes,High School or below,Male,Yes,Married,28,\N,3,4,54,Others,450,PA,299,91,No,No,0.26,2826,942,0
54,40-59,239453,0.01,0.03,4251033819,1236,Yes,High School or below,Male,Yes,Married,28,\N,3,4,54,Others,450,PA,299,91,No,No,0.26,385,385,0
69,60-79,237482,0.03,0.01,4251024807,1237,Yes,High School or below,Female,Yes,Single,35,\N,1,1,95,Non-technology Related Job,310,CA,302,201,No,No,0.47,2665,533,0
69,60-79,237482,0.03,0.01,4251024807,1237,Yes,High School or below,Female,Yes,Single,35,\N,1,1,95,Non-technology Related Job,310,CA,302,201,No,No,0.47,3225,645,0
69,60-79,237482,0.03,0.01,4251024807,1237,Yes,High School or below,Female,Yes,Single,35,\N,1,1,95,Non-technology Related Job,310,CA,302,201,No,No,0.47,817,817,0
32,20-39,98382,0.01,0.01,4251028560,1238,No,High School or below,Male,No,Single,93,\N,3,7,13,Others,483,CO,499,216,No,No,0.93,2303,767,1
32,20-39,98382,0.01,0.01,4251028560,1238,No,High School or below,Male,No,Single,93,\N,3,7,13,Others,483,CO,499,216,No,No,0.93,5142,642,1
48,40-59,96411,0.03,0.03,4251051005,1239,Yes,High School or below,Male,No,Married,101,\N,1,4,54,Non-technology Related Job,343,MN,2,76,No,No,0.14,3673,918,0
48,40-59,96411,0.03,0.03,4251051005,1239,Yes,High School or below,Male,No,Married,101,\N,1,4,54,Non-technology Related Job,343,MN,2,76,No,No,0.14,2404,601,0
